sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice 
2008-06-26|Lasalle||||-73.618752000000000000||1||91722|7755 Rue Chouinard|45.436117000000000000|Duplex||
2008-09-02|Villeray / St-Michel / Parc-Extension|2| 2003|389000|-73.636496000000000000||2|116.13|91588|8455 Rue St.Dominique App. 301|45.541115000000000000|Condo||
2008-05-30|Rosemont / La Petite Patrie|6||469000|-73.593850135803220000||4||84559|6665 Rue d'Iberville|45.550241276575030000|Triplex||
2008-06-13|Le Plateau-Mont-Royal|2| 1987|219000|-73.565869331360000000||1|88.26|91890|4019 Avenue De Lorimier App. 3|45.532146512883000000|Condo||
2008-06-04|Rosemont / La Petite Patrie|2| 1989||-73.562964000000000000||1|88.26|87919|4385 Saint Michel Apt A01|45.548071000000000000|Condo||
2008-06-10|Anjou|3| 1984|259000|-73.547930717468000000||1|159.61|87821|9110 Av Yvette-Naubert|45.614922958372000000|Maison en rangée / de ville||
2008-07-20|Mercier / Hochelaga / Maisonneuve|| 1955||-73.519606590271000000||1|139.35|87466|8255 Rue Laflèche|45.595542794177000000|Maison à paliers multiples||
2008-05-29|Le Plateau-Mont-Royal|2| 2001|274500|-73.593292236328000000||1|89.93|86404|5235 De Gaspé #5|45.526238904921000000|Condo||
2008-08-06|Mercier / Hochelaga / Maisonneuve|| 1952||-73.537788000000000000||1| 86|90767|3091 Rue Lyall|45.585600000000000000|Bungalow||
2008-04-27|Mercier / Hochelaga / Maisonneuve|2| 2007|224000|-73.535427000000000000||1||80683|103-4951, rue Ontario Est|45.559177000000000000|Condo||
2008-03-15|Verdun|3| 1984|255000|-73.566062450408930000||1||79740|3271 Rue de Rushbrooke App. 401|45.470025491247630000|Condo||
2008-04-09|Le Plateau-Mont-Royal|3||345000|-73.582844000000000000||1||78978|1265 Boulevard St-Joseph Est App. 3|45.531734000000000000|Condo||
2008-04-07|Lasalle|2| 1999|208500|-73.598022000000000000||1||78802|6063 Rue Hamilton App. 5|45.457838000000000000|Condo||
2008-03-27|Le Plateau-Mont-Royal|2| 1987|283000|-73.577842712402000000||1|116.13|78675|3883 Rue Clark|45.515699875469000000|Condo||
2008-03-07|Lasalle|3| 1998|285000|-73.663716316223000000||1|121.52|78678|264 Rue du Fort-Remy|45.431165987338000000|Maison 3 étages||
2008-04-04|Mercier / Hochelaga / Maisonneuve|1| 2005|209000|-73.543652000000000000||1|92.90|55173|2150 Avenue Pie IX, apt104|45.551001000000000000|Condo||
2008-06-13|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1929|398000|-73.627495765686000000||2| 117.30|77805|4506 Rue Harvard|45.476081939866000000|Condo||
2008-03-21|Ahuntsic / Cartierville|3||459000|-73.658008575439000000||1||77736|1670 Camille Paquet # 1|45.566467505194000000|Triplex||
2009-01-28|Pointe-Aux-Trembles / Montréal-Est|| 1990|259000|-73.492645000000000000||2| 100|77383|722 13E Avenue|45.641799000000000000|Maison à paliers multiples||
2008-03-19|Lasalle|2| 1999|239000|-73.664703369141000000||1|104.33|76944|9982 Rue St-Patrick|45.430684121055000000|Condo||
2008-05-29|Saint-Laurent|3| 2004|306000|-73.730316000000000000||2|113.53|77039|4029 Chemin Bois Franc|45.503119000000000000|Maison en rangée / de ville||
2008-03-22|Côte-des-Neiges / Notre-Dame-de-Grâce|4| 1915|549000|-73.615522384644000000||1|219.25|77255|3470, rue Marcil|45.471808637511000000|Maison en rangée / de ville||
2008-10-23|Le Plateau-Mont-Royal|1| 2000||-73.582274000000000000||1| 137|77580|1586 Avenue Laurier Est|45.534981000000000000|Condo||
2008-02-26|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2005|152000|-73.561567068099980000||1|53.05|77058|88 CHARLOTTE Street App. 314|45.509798058907390000|Condo||
2008-03-08|Le Plateau-Mont-Royal|| 1994|245000|-73.570246696472000000||1|80.36|77622|3820 Rue De Mentana app 201|45.522224985238000000|Condo||
2008-02-22|Le Sud-Ouest|3| 1982|350000|-73.574033975601200000||2|70.42|77609|548 Rue Dominion|45.484687748392254000|Maison en rangée / de ville||
2008-03-10|Saint-Laurent|2| 1999|278000|-73.705352000000000000||1|102.19|77252|1772 Boulevard Alexis-Nihon|45.512382000000000000|Condo||
2008-04-29|Verdun|2| 2005|249000|-73.562896000000000000||1||76443|100 Rue Rheaume App. 209|45.467644000000000000|Condo||
2008-08-17|Rosemont / La Petite Patrie|1| 1986|157500|-73.600795000000000000||1|57.60|91905|6711 Rue Marquette App. 204|45.544222000000000000|Condo||
2008-08-02|Mercier / Hochelaga / Maisonneuve|2| 2004||-73.547608852386470000||1| 106.80|81296|4022 Rue Duquesne|45.577672886233690000|Condo||
2008-04-25|Le Plateau-Mont-Royal|3| 1900|339000|-73.595631122589000000||1||78384|263 Avenue Laurier Ouest|45.520045021217000000|Condo||
2008-03-13|Ahuntsic / Cartierville|8||410000|-73.659167289734000000||3||78533|10795 Avenue Papineau|45.571124168263000000|Duplex||
2008-04-04|Le Sud-Ouest|3| 1982|347000|-73.574087619781000000||1|104.79|81741|2321 Rue workman|45.484522264470000000|Maison 2 étages||
2008-07-25|Verdun|2| 1999|185500|-73.566338000000000000||1|94.76|92256|353 Caisse Street|45.470617000000000000|Condo||
2008-03-15|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1999|277000|-73.553780000000000000||1||79058|50, rue Des Soeurs Grises|45.498492000000000000|Condo||
2010-04-01|Montréal-Nord|2| 2007|399000|-73.649345000000000000||2||81559|3581 Boulevard Gouin Est Condo Terr 4|45.591547000000000000|Condo||
2008-08-15|Mercier / Hochelaga / Maisonneuve|2| 2007|165000|-73.535614013672000000||1||81857|38-4951, Ontario Est|45.559827337315000000|Condo||
2008-04-08|Outremont|3| 1915|372000|-73.610029220581000000||1|139.35|82406|6154 Rue Hutchison|45.524089163331000000|Condo||
2008-03-30|Le Plateau-Mont-Royal|2| 1994||-73.592948913574000000||1|79.34|81614|5285 Rue Drolet Condo 202|45.527336293781000000|Condo||
2008-04-09|Anjou|3| 1973|329000|-73.549818992614740000||1|124.86|80951|5933 Avenue du Bocage|45.591128404854710000|Maison 2 étages||
2008-05-16|Ahuntsic / Cartierville|2| 1986|269500|-73.628618000000000000||1|132.85|82412|8501 Rue Pierre Dupaigne|45.552749000000000000|Condo||
2008-05-02|Dollard-Des-Ormeaux|4| 1971|175000|-73.791132000000000000||1|104.98|82203|27 Chemin Trillium|45.500728000000000000|Maison en rangée / de ville||
2008-05-17|Anjou|| 1984|285000|-73.546385765075680000||1|116.13|77200|9220 Avenue Gabrielle-Roy|45.615568348238360000|Maison 2 étages||
2008-08-18|Mercier / Hochelaga / Maisonneuve|3| 2004|335000|-73.536772727966000000||1|165.00|83017|3029 Rue Anne Hébert|45.587164167534000000|Maison en rangée / de ville||
2008-06-26|Villeray / St-Michel / Parc-Extension|2| 2006|195000|-73.615145000000000000||1|91.04|82952|7700 Rue marquette App. 4|45.550650000000000000|Condo||
2008-03-27|L'Ile Des Soeurs|1| 2004|237500|-73.549261093139650000||1|70.61|78885|Jardins Des Vosges|45.450407158977455000|Condo||
2008-05-12|Rosemont / La Petite Patrie|2| 2003|269000|-73.604750633240000000||1|96.15|77825|6614 Avenue de chateaubriand|45.535964331441000000|Condo||
2008-05-14|Le Plateau-Mont-Royal|1| 2004|239000|-73.577327728271000000||1|88.54|78835|258 Duluth Est|45.519518810351000000|Condo||
2008-06-02|Le Plateau-Mont-Royal|1| 2007|239000|-73.588786125183000000||1||78840|1265 Rue St-Grégoire App. 22|45.534461284202000000|Condo||
2008-05-05|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1938|312000|-73.646292686462000000||1|111.48|78894|4800 Avenue Westmore|45.457692399775000000|Condo||
2008-09-26|Côte-des-Neiges / Notre-Dame-de-Grâce||||-73.647130000000000000||1|102.19|81726|4829 Westmore|45.458365000000000000|Condo||
2008-04-08|Le Plateau-Mont-Royal|2| 1910|299000|-73.571875000000000000||1|99.78|81565|4398 Rue de Bordeaux|45.534015000000000000|Condo||
2008-04-01|Rosemont / La Petite Patrie|| 2003|439000|-73.567521572113000000||1|140.47|78535|4758 Rue 6e avenue|45.545605424015000000|Maison 2 étages||
2008-05-08|Mercier / Hochelaga / Maisonneuve|2| 2003|229000|-73.552662134171000000||1|78.21|57405|2700 Rue Charlemagne App. 301|45.552254785489000000|Condo||
2008-09-26|Rosemont / La Petite Patrie|1| 1985|139000|-73.601814000000000000||1||81391|6339 rue Saint-Hubert|45.535557000000000000|Condo||
2008-04-14|Pierrefonds / Roxboro|| 1992||-73.889322280884000000||1|176.52|77798|18743 Rue Thorburn|45.452966131775000000|Maison 2 étages||
2008-03-30|Verdun|4||389000|-73.574791000000000000||1||81532|742 Rue Melrose|45.453939000000000000|Duplex||
2008-03-13|Rosemont / La Petite Patrie|2| 2004|268000|-73.578786849976000000||1|109.53|77479|6340 21E Avenue Suite 404|45.560638621629000000|Condo||
2008-03-14|Verdun|1| 1990|179000|-73.578658103943000000||1|67.73|77659|4400 Boulevard Champlain App. 214|45.460220941013000000|Condo||
2008-05-13|Rosemont / La Petite Patrie|3| 1927|290000|-73.588871000000000000||1|91.88|81465|6315 Rue Molson|45.548683000000000000|Condo||
2008-03-29|Rosemont / La Petite Patrie|2| 1997|220000|-73.563787937164300000||1|93.18|81292|4682 Rue Henri-Deslongchamps App. 4|45.552750638555054000|Condo||
2008-03-27|Saint-Laurent|2| 2006|199000|-73.670496940612800000||1|78.97|77826|445 Avenue SAINT-CROIX Condo 406|45.511098767190280000|Condo||
2008-03-18|Rosemont / La Petite Patrie|3| 1990|228000|-73.561878204346000000||1|106.84|77642|3431 Rue William-Tremblay|45.548077425392000000|Condo||
2009-04-02|Saint-Laurent|2||309000|-73.687762000000000000||1||80822|1291-95 Rue Beaulieu|45.515512000000000000|Duplex||
2008-04-24|Rosemont / La Petite Patrie|1| 2004||-73.606374000000000000||1|85.19|78501|1311 Rue bélanger|45.543224000000000000|Maison 2 étages||
2008-06-10|Lachine|2| 2006|249000|-73.693714141846000000||1||78495|32E Avenue|45.442910205716000000|Condo||
2008-05-04|Le Plateau-Mont-Royal|2| 2005|265000|-73.592433929443000000||1|85.56|77543|944 Rue Gilbert-Langevin|45.532266763090000000|Condo||
2008-04-03|Mercier / Hochelaga / Maisonneuve|2| 2005|199500|-73.531923294067000000||1| 82.5|78064|106-2850, rue Du Trianon|45.587344366213000000|Condo||
2008-03-18|Ahuntsic / Cartierville|2| 1986|249900|-73.629036000000000000||1||77572|8539 Rue Pierre Dupaigne|45.553043000000000000|Condo||
2009-01-12|Villeray / St-Michel / Parc-Extension|| 2008|149900|-73.625960000000000000||1||45261|Place Émile-Journault, PAR SAMCON|45.568697000000000000|Condo||
2008-10-13|Mercier / Hochelaga / Maisonneuve|2||282500|-73.527283000000000000||1||81406|2714-2716 De Bruxelles|45.593341000000000000|Duplex||
2008-03-20|Ville-Marie (Centre-Ville et Vieux Mtl)|| 1980|240000|-73.548917770386000000||1||48256|1955 René-Lévesque Est|45.522766204596000000|Condo||
2008-09-01|Lachine|5| 1972|369000|-73.697662353516000000||3|195.10|78217|390 Rue 37ème Avenue|45.438273037154000000|Bungalow||
2008-03-26|Le Plateau-Mont-Royal|2| 1910|319900|-73.592991828918000000||1| 93.40|78758|4871 Rue Jeanne-Mance|45.519458671653000000|Condo||
2008-03-18|Le Plateau-Mont-Royal|2| 1986|282000|-73.575668000000000000||1|92.90|78590|4216-A Rue Mentana|45.524962000000000000|Condo||
2008-02-17|Outremont|4||1285000|-73.613888000000000000||1||76266|754-756 Avenue Wiseman|45.519894000000000000|Duplex||
2008-05-23|Verdun|| 1918||-73.569480000000000000||1| 140|78308|371 5th Avenue|45.456159000000000000|Maison 2 étages||
2009-03-27|L'Ile Des Soeurs|2| 1990|332000|-73.549979000000000000||1||78534|709 chemin Marie Le Ber|45.464032000000000000|Condo||
2008-04-04|Mercier / Hochelaga / Maisonneuve|3| 1953||-73.538490000000000000||2| 86|78480|3161 Rue Lyall|45.585826000000000000|Bungalow||
2010-03-25|Montréal-Nord|2| 2007|419000|-73.649210929871000000||2|122.63|78930|3581 Boulevard Gouin Est|45.592199501894000000|Condo||
2008-03-08|Lasalle|2| 1987|229000|-73.603119850159000000||1||78556|1173 Croissant du collège Condo 305|45.437610553390000000|Condo||
2008-03-14|Côte-des-Neiges / Notre-Dame-de-Grâce|5||629000|-73.630989000000000000||2||79098|6123-6125 Rue De Terrebonne|45.471532000000000000|Duplex||
2009-05-29|Pointe-Aux-Trembles / Montréal-Est|3| 1963||-73.493057000000000000||2|114.27|79509|89 58e Avenue|45.673721500000000000|Bungalow||
2008-06-19|Pierrefonds / Roxboro|| 1999||-73.885803222656000000||2|157.01|79273|18107 Rue Dumais|45.454862707282000000|Maison 2 étages||
2008-04-20|Pierrefonds / Roxboro|3| 1991|279000|-73.888206481934000000||1|105.91|79418|4402 Rue Cécile|45.452981184212000000|Bungalow Surélevé||
2008-05-18|L'île-Bizard / Sainte-Geneviève|5| 1976|224900|-73.884773254395000000||2| 94.00|78294|19 Rue Chaumette|45.479873472040000000|Bungalow||
2008-03-21|Villeray / St-Michel / Parc-Extension|3||135000|-73.638610839843750000||2||78684|8794 Rue Foucher Condo 8|45.547596558260580000|Condo||
2008-02-21|Pointe-Aux-Trembles / Montréal-Est|3| 2003|259000|-73.509374000000000000||1|138.24|78132|3568 Avenue 43e|45.666151000000000000|Maison 2 étages||
2008-06-20|Rosemont / La Petite Patrie|2| 1929|209000|-73.588467000000000000||1|74.69|78891|5947 Rue Louis-Hémon|45.544660000000000000|Condo||
2008-05-23|Mercier / Hochelaga / Maisonneuve|5||342000|-73.510331000000000000||2||78278|354 Avenue Lebrun|45.596196000000000000|Duplex||
2008-06-25|Verdun|1| 2007|249900|-73.576270000000000000||1|130.06|79615|4993 Rue Bannantyne|45.456493000000000000|Condo||
2008-03-13|Pointe-Claire|5| 1987|429000|-73.817914000000000000||2|215.72|78464|110 Cragmore Avenue|45.455127000000000000|Maison 2 étages||
2008-03-20|Pointe-Claire|5| 1992|449900|-73.804392814636000000||2|263.84|79368|43 Rue Compton|45.464826206909000000|Maison 2 étages||
2008-03-18|Pointe-Claire|2| 1986|242400|-73.824240000000000000||1| 136.24|79111|79 Avenue Fairwood|45.442276000000000000|Jumelé||
2008-05-15|Rosemont / La Petite Patrie|2| 2001|195000|-73.565139770508000000||1||79942|3238 Rue Mont-Royal Est|45.547536449580000000|Condo||
2008-04-14|Côte-des-Neiges / Notre-Dame-de-Grâce|4| 1923|525000|-73.627402000000000000||1|139.35|79947|4277, rue Hingston|45.470368000000000000|Jumelé||
2008-08-04|Rosemont / La Petite Patrie|3| 2004|485000|-73.567768335342410000||1|148.64|80085|4737 5e Avenue|45.545334924864250000|Maison en rangée / de ville||
2008-07-19|Mercier / Hochelaga / Maisonneuve|3| 2007|219000|-73.535528182983400000||1||80420|141-4951, rue Ontario|45.560278052268850000|Condo||
2008-08-03|Le Plateau-Mont-Royal|1| 2004|235000|-73.584862000000000000||1|71.54|79522|4712 Rue Pontiac|45.526614000000000000|Condo||
2008-06-20|L'Ile Des Soeurs|3| 1980||-73.552379000000000000||1| 176|80205|53 Rue William-Paul|45.465524000000000000|Maison en rangée / de ville||
2008-06-23|Le Plateau-Mont-Royal|1| 2004|289000|-73.597955000000000000||1|105.91|80398|5430 Boulevard St-Laurent Suite 301|45.525373000000000000|Condo||
2008-04-26|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1930|389000|-73.629770278931000000||2|110.18|80491|5961 Rue Terrebonne|45.473042511605000000|Condo||
2008-03-25|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 1987|242000|-73.569302558898930000||1|102.19|80570|727 Rue de Versailles App. 5|45.493081658660090000|Condo||
2008-07-03|Mercier / Hochelaga / Maisonneuve|3| 2004|355000|-73.534412384033000000||1|150.50|80684|2987 Rue Anne-Hébert|45.586773735077000000|Maison en rangée / de ville||
2008-04-24|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1929|410000|-73.621916770935000000||2|139.35|80668|4352 Rue Coolbrook|45.478338834989000000|Condo||
2008-03-20|Verdun|3||359000|-73.564738000000000000||3||80784|84,86,88 Avenue 1ere|45.458311000000000000|Triplex||
2008-04-03|Le Plateau-Mont-Royal|1| 1991|139500|-73.567135334015000000||1||80321|2145 Rue Rachel Condo 203|45.533318941433000000|Condo||
2008-04-15|Rosemont / La Petite Patrie|4||358000|-73.591461000000000000||2||80551|6754 Avenue 12ème|45.557397000000000000|Duplex||
2008-05-02|Le Plateau-Mont-Royal|| 1987||-73.574194908142000000||1|78.97|79725|4131 Rue De Mentana App. 1|45.524570231521000000|Condo||
2008-04-10|Ahuntsic / Cartierville|3| 1956|359000|-73.726329803466800000||1|150.87|80880|12 434 Rue Cousineau|45.530425403624236000|Maison 2 étages||
2008-04-03|Rosemont / La Petite Patrie|2| 2005|329900|-73.567028045654300000||1|98.38|81162|4515 André-Laurendeau condo 8|45.544297999396775000|Condo||
2008-09-30|Côte-des-Neiges / Notre-Dame-de-Grâce||||-73.647148000000000000||1|102.19|81808|4831 Westmore|45.458371000000000000|Condo||
2008-03-07|Rosemont / La Petite Patrie|2| 2002|299000|-73.566062450409000000||1|117.06|79756|3064 Mont-Royal Est|45.545688076273000000|Condo||
2008-08-30|Lachine|| 2006||-73.693628311157000000||1|169.08|80533|831 Rue Gameroff|45.443768341222000000|Maison en rangée / de ville||
2008-03-25|Lasalle|2| 2002|232000|-73.642859458923000000||1||78577|9235 Boulevard LASALLE Condo 202|45.416798581856000000|Condo||
2009-05-21|Lasalle|4| 1992||-73.641333600000000000||2|134.71|81235|249 Rue smith|45.432647700000000000|Bungalow||
2008-05-29|Ahuntsic / Cartierville|2| 1948||-73.657279014587000000||1| 71.5|80965|10173 Rue De La Roche|45.558955944818000000|Condo||
2008-06-09|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2006|429000|-73.556003000000000000||2|120.77|81104|1230 Rue St-Thimothée App. 1|45.516294000000000000|Condo||
2008-04-04|Mercier / Hochelaga / Maisonneuve|2| 2004|169900|-73.513126373291000000||1|94.67|81116|523 Rue Paul-Pau|45.604648252031000000|Condo||
2008-03-28|Outremont|3| 1924|420000|-73.611726000000000000||1||81185|754 Rue bloomfield|45.522052000000000000|Condo||
2008-05-19|Saint-Laurent|5| 1980||-73.733711242676000000||2|222.97|81308|3640 Rue McCarthy|45.520623847487000000|Maison 2 étages||
2008-03-31|Rosemont / La Petite Patrie|2||408000|-73.584081000000000000||1||80898|6960 29E Avenue|45.569060000000000000|Quadruplex||
2008-06-04|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1934|399000|-73.624330759048000000||1|130.53|80906|4405 Rue Marcil|45.476578464549000000|Condo||
2008-04-04|Pierrefonds / Roxboro|1| 1991|122850|-73.778042793274000000||1|61.32|79879|1340 Rue Hyman App. A-01|45.500000428992000000|Condo||
2008-03-28|Le Plateau-Mont-Royal|1| 1920|219000|-73.592841625214000000||1|88.26|78518|121 Boulevard St-Joseph Ouest|45.520932051252000000|Condo||
2008-04-19|Mercier / Hochelaga / Maisonneuve|2| 2005|349000|-73.532009124756000000||1|139.35|80812|7220 Rue DUCHESSE-DE-BASSANO|45.586773735077000000|Maison en rangée / de ville||
2008-02-10|Rivière des Prairies|2| 1994|250000|-73.601295948029000000||1|118.92|75960|12192 Rue Adrien Hébert|45.628729679133000000|Maison en rangée / de ville||
2008-04-19|Côte-des-Neiges / Notre-Dame-de-Grâce|3||399000|-73.622088432312000000||2|153.29|74931|5001 Avenue Victoria|45.487576116738000000|Condo||
2008-06-11|Pointe-Aux-Trembles / Montréal-Est|3| 1981|245000|-73.497812000000000000||1| 101|75011|1057, 39e Avenue|45.661421000000000000|Bungalow||
2008-05-07|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2005|179900|-73.556460142136000000||1||76998|1921 Rue De Lorimier App. 4|45.527734655673000000|Condo||
2008-03-23|Mercier / Hochelaga / Maisonneuve|2| 2005|207000|-73.534970283508300000||1|95.32|74789|2850 Rue du Trianon Condo 405|45.588440562383240000|Condo||
2008-02-29|Saint-Laurent|3| 2007|278000|-73.715547323226930000||1||72990|2963 Rue Ernest-Heminway condo 302|45.508339425426020000|Condo||
2008-09-02|Rivière des Prairies|2| 1997|129900|-73.614293000000000000||1|89.19|72972|12635, Gertrude-Gendreau|45.629377000000000000|Condo||
2008-03-09|Villeray / St-Michel / Parc-Extension|1| 2006|165000|-73.621294498444000000||1||72107|7060 Rue Hutchison App. 202|45.529230366652000000|Condo||
2007-12-20|Saint-Laurent|3| 2004|315000|-73.737745285034000000||1|153.29|72014|7588 Henri-Bourassa Boulevard|45.506895792186000000|Maison en rangée / de ville||
2008-01-23|Saint-Laurent|3||324900|-73.697404861450000000||1||70872|2225 Rue St-Germain|45.525742818000000000|Duplex||
2008-08-08|Ahuntsic / Cartierville|1| 2003|153900|-73.656077384949000000||1|72.46|80959|10685 Avenue De Lorimier 1C|45.573407294263000000|Condo||
2008-02-22|Rosemont / La Petite Patrie|2| 2006|309000|-73.566384315491000000||1||72779|4475 Rue André-Laurendeau App. 3|45.544410709613000000|Condo||
2008-04-16|L'Ile Des Soeurs|2| 2002|349000|-73.546471595764160000||2||71696|404-201, chemin Du Golf|45.466993260693364000|Condo||
2008-02-13|Lachine|3| 2005|339000|-73.682556152344000000||1|130.06|71758|402 Avenue 21ième|45.436466244933000000|Maison en rangée / de ville||
2008-04-10|Le Sud-Ouest|2| 2006|238000|-73.574320000000000000||1||81475|2505 Rue Duvernay Condo 202|45.482405000000000000|Condo||
2008-04-04|Côte-des-Neiges / Notre-Dame-de-Grâce|3| 1924|429000|-73.623599000000000000||3||75582|4386 Avenue Old Orchard|45.476890000000000000|Condo||
2008-02-05|Rosemont / La Petite Patrie|3| 1999|289000|-73.564195632935000000||1||76414|4843 Rue De Chambly App. 3|45.552555303021000000|Condo||
2008-04-14|Mercier / Hochelaga / Maisonneuve|8||310000|-73.550545000000000000||4||75639|2354-2360 Cuvillier|45.545061000000000000|Quadruplex||
2008-05-01|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1998|349000|-73.560722000000000000||1| 132|73995|2218 Rue Hochelaga|45.531905000000000000|Maison en rangée / de ville||
2008-02-13|Rivière des Prairies|| 1992||-73.615522384643550000||1|141.68|74062|12625 Rue Edmond Archambault|45.629554973209686000|Maison en rangée / de ville||
2008-02-12|Le Plateau-Mont-Royal|1||172000|-73.583119000000000000||1|57.41|73862|4561 Rue Rivard|45.524836000000000000|Condo||
2007-12-03|Villeray / St-Michel / Parc-Extension|3|||-73.628929000000000000||1||71279|8278 Rue St-Hubert|45.547240000000000000|Quadruplex||
2008-07-31|L'Ile Des Soeurs|1| 2006|264000|-73.552662134171000000||1|76.18|74224|201 Chemin du la Pointe Sud|45.448916880147000000|Condo||
2008-01-21|Rosemont / La Petite Patrie|2| 1987|194500|-73.560955000000000000||1||74277|4280 Rue De Chambly App. 302|45.551010000000000000|Condo||
2008-08-09|Pierrefonds / Roxboro|3| 1992|249900|-73.887648582458000000||2|106.84|80929|4389 Rue Cécile|45.452966131775000000|Maison 2 étages||
2008-01-24|Lachine|2| 1998|299000|-73.695087432861000000||1|137.12|71237|3485 Avenue Du Fort Rolland Condo 8|45.434267903051000000|Condo||
2008-02-01|Rosemont / La Petite Patrie|3| 2001||-73.578615000000000000||1| 97.70|74167|6247 Avenue 21 ieme|45.561324000000000000|Maison en rangée / de ville||
2008-05-02|Lachine|2| 1999|219900|-73.706203000000000000||1||74672|4530 St-Joseph|45.436722000000000000|Condo||
2008-02-09|Le Plateau-Mont-Royal|2| 2004|182000|-73.570429086685180000||1|85.10|74419|3490 Rue Saint Dominique|45.513519658635005000|Condo||
2008-01-15|Saint-Léonard|2| 2006|168500|-73.585996627808000000||1|93.55|74079|7000 Avenue 27|45.567849522906000000|Condo||
2008-03-10|Mercier / Hochelaga / Maisonneuve|1| 2006|179900|-73.543414000000000000||1||76075|2155 Avenue Desjardins Condo 5|45.551970000000000000|Condo||
2008-02-18|Mercier / Hochelaga / Maisonneuve|1| 1991|137500|-73.524868000000000000||1|60.39|76836|6082 Rue La Fontaine|45.570697000000000000|Condo||
2008-04-06|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2006|182500|-73.561470508575440000||1|53.88|76873|98 Rue charlotte App. 461|45.510256693582505000|Condo||
2008-04-28|Rosemont / La Petite Patrie|4||445000|-73.584022521973000000||2||76114|6581-3 Avenue 18E|45.560488384677000000|Duplex||
2008-03-31|Rosemont / La Petite Patrie|||295000|-73.593115000000000000||||76306|5639 Rue Christophe-Colomb|45.534251000000000000|Condo||
2007-12-11|Pointe-Aux-Trembles / Montréal-Est|2| 1998|149900|-73.492205142975000000||1|88.26|71291|1027 Rue Irène-Sénécal|45.694145268269000000|Condo||
2007-12-30|Pointe-Aux-Trembles / Montréal-Est|2| 1991|140000|-73.492870330811000000||1|102.19|72018|925, Oscar-Benoit, app. 11|45.651158348744000000|Condo||
2008-02-11|Lachine|3| 1987|337000|-73.696546554565000000||1|118.92|72178|726 36e Avenue|45.443000536384000000|Jumelé||
2008-06-23|Verdun|2||169900|-73.565053939819000000||1||72211|3164 Rue de Rushbrooke|45.471056262001000000|Condo||
2008-06-02|Le Plateau-Mont-Royal|2| 2003|349000|-73.576129000000000000||2||68914|3904 Rue De Bullion|45.517412000000000000|Condo||
2008-02-28|Le Plateau-Mont-Royal|3| 1904|349000|-73.568036556243900000||1||71561|4091 rue Cartier|45.530928965058884000|Condo||
2008-02-07|Mercier / Hochelaga / Maisonneuve|3||415000|-73.541064262390000000||1||72478|2380 Rue Viau|45.560909047131000000|Triplex||
2008-05-01|Rosemont / La Petite Patrie|3| 2007|412000|-73.598914146423340000||2|144.00|73935|6558 Rue Fabre|45.542276691152224000|Maison en rangée / de ville||
2008-03-09|Rivière des Prairies|| 1987||-73.555545000000000000||2|102.19|71619|10370 Rue Louis-Galipeau|45.660948000000000000|Bungalow||
2008-10-29|Lachine|1| 2005|124000|-73.664531707764000000||1||74582|795 Avenue 1ere App. 320|45.443933944817000000|Condo||
2008-02-07|Saint-Laurent|2| 1995|274500|-73.712740000000000000||1|93.83|72984|2805 Rue Chamonix|45.509234000000000000|Condo||
2007-12-20|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1937|235000|-73.545870780945000000||1|116.13|71008|2531 Ste Catherine E A|45.529756486687000000|Condo||
2008-01-10|Ahuntsic / Cartierville|6||425000|-73.665149000000000000||3||73316|10040-10042 Rue Verville|45.542058000000000000|Duplex||
2007-12-20|Ahuntsic / Cartierville|3| 1956|354000|-73.707962036133000000||2|91.56|69403|12165 Rue Filion|45.536806020347000000|Bungalow||
2008-01-24|Dorval / L'Île Dorval|5| 1972|457000|-73.727563619614000000||2|137.96|58940|215 Rue Handfield|45.442232721096000000|Bungalow||
2007-12-23|Côte-des-Neiges / Notre-Dame-de-Grâce|2| 2002|239000|-73.639554977417000000||2|93.92|73312|6644 Avenue Somerled Condo 111|45.465608763719000000|Condo||
2008-05-22|Anjou|3||389900|-73.557114601135250000||1||72671|8325 Rue Châteauneuf|45.610375000599234000|Duplex||
2008-03-15|Pointe-Aux-Trembles / Montréal-Est|3| 1972||-73.489530000000000000||1| 97.00|73623|9 32e avenue|45.655503000000000000|Bungalow||
2008-07-30|Ahuntsic / Cartierville|2| 1960||-73.661441802979000000||1|78.97|70869|10400 Péloquin|45.557573708311000000|Condo||
2008-01-18|Rosemont / La Petite Patrie|2| 1987|195000|-73.559904098511000000||1||72550|4225 Rue de Chambly App. 301|45.550511752116000000|Condo||
